행정구역,연도,월,연령대,인구수
대전광역시,2019,04,10~19세,157801
울산광역시,2019,04,10~19세,119309
세종특별자치시,2019,04,10~19세,37984
경기도,2019,04,10~19세,1373979
강원도,2019,04,10~19세,147872
충청북도,2019,04,10~19세,157987
충청남도,2019,04,10~19세,211490
전라북도,2019,04,10~19세,187390
전라남도,2019,04,10~19세,180002
경상북도,2019,04,10~19세,241542
경상남도,2019,04,10~19세,341522
제주특별자치도,2019,04,10~19세,73054
서울특별시,2019,04,20~29세,1458045
부산광역시,2019,04,20~29세,441953
대구광역시,2019,04,20~29세,328309
인천광역시,2019,04,20~29세,409266
광주광역시,2019,04,20~29세,206651
대전광역시,2019,04,20~29세,213885
울산광역시,2019,04,20~29세,151514
세종특별자치시,2019,04,20~29세,34845
경기도,2019,04,20~29세,1754439
강원도,2019,04,20~29세,181271
충청북도,2019,04,20~29세,200429
충청남도,2019,04,20~29세,247176
전라북도,2019,04,20~29세,215583
전라남도,2019,04,20~29세,203878
경상북도,2019,04,20~29세,296155
경상남도,2019,04,20~29세,390403
제주특별자치도,2019,04,20~29세,81858
서울특별시,2019,04,30~39세,1535973
부산광역시,2019,04,30~39세,447924
대구광역시,2019,04,30~39세,313937
인천광역시,2019,04,30~39세,429231
광주광역시,2019,04,30~39세,197954
대전광역시,2019,04,30~39세,205895
울산광역시,2019,04,30~39세,164088
세종특별자치시,2019,04,30~39세,59706
경기도,2019,04,30~39세,1940021
강원도,2019,04,30~39세,173485
충청북도,2019,04,30~39세,203465
충청남도,2019,04,30~39세,285662
전라북도,2019,04,30~39세,204252
전라남도,2019,04,30~39세,200761
경상북도,2019,04,30~39세,315047
경상남도,2019,04,30~39세,434824
제주특별자치도,2019,04,30~39세,86768
서울특별시,2019,04,40~49세,1579826
부산광역시,2019,04,40~49세,522444
대구광역시,2019,04,40~49세,399715
인천광역시,2019,04,40~49세,492213
광주광역시,2019,04,40~49세,245937
대전광역시,2019,04,40~49세,246611
울산광역시,2019,04,40~49세,192791
세종특별자치시,2019,04,40~49세,60619
경기도,2019,04,40~49세,2285992
강원도,2019,04,40~49세,231350
충청북도,2019,04,40~49세,246165
충청남도,2019,04,40~49세,329783
전라북도,2019,04,40~49세,278583
전라남도,2019,04,40~49세,269034
경상북도,2019,04,40~49세,395784
경상남도,2019,04,40~49세,548317
제주특별자치도,2019,04,40~49세,113399
서울특별시,2019,04,50~59세,1549531
부산광역시,2019,04,50~59세,590864
대구광역시,2019,04,50~59세,431461
인천광역시,2019,04,50~59세,516940
광주광역시,2019,04,50~59세,232778
대전광역시,2019,04,50~59세,244338
울산광역시,2019,04,50~59세,211282
세종특별자치시,2019,04,50~59세,39997
경기도,2019,04,50~59세,2170600
강원도,2019,04,50~59세,271670
충청북도,2019,04,50~59세,273262
충청남도,2019,04,50~59세,340549
전라북도,2019,04,50~59세,305612
전라남도,2019,04,50~59세,319797
경상북도,2019,04,50~59세,468033
경상남도,2019,04,50~59세,582708
제주특별자치도,2019,04,50~59세,109577
서울특별시,2019,04,60~69세,1159875
부산광역시,2019,04,60~69세,494077
대구광역시,2019,04,60~69세,297457
인천광역시,2019,04,60~69세,323497
광주광역시,2019,04,60~69세,147936
대전광역시,2019,04,60~69세,162156
울산광역시,2019,04,60~69세,128127
세종특별자치시,2019,04,60~69세,25344
경기도,2019,04,60~69세,1327051
강원도,2019,04,60~69세,212545
충청북도,2019,04,60~69세,198738
충청남도,2019,04,60~69세,252582
전라북도,2019,04,60~69세,236060
전라남도,2019,04,60~69세,249472
경상북도,2019,04,60~69세,371092
경상남도,2019,04,60~69세,413205
제주특별자치도,2019,04,60~69세,71003
서울특별시,2019,04,70~79세,667968
부산광역시,2019,04,70~79세,276664
대구광역시,2019,04,70~79세,166821
인천광역시,2019,04,70~79세,166561
광주광역시,2019,04,70~79세,87809
대전광역시,2019,04,70~79세,85768
울산광역시,2019,04,70~79세,54950
세종특별자치시,2019,04,70~79세,12826
경기도,2019,04,70~79세,718326
강원도,2019,04,70~79세,136287
충청북도,2019,04,70~79세,118363
충청남도,2019,04,70~79세,164559
전라북도,2019,04,70~79세,162419
전라남도,2019,04,70~79세,191037
경상북도,2019,04,70~79세,235602
경상남도,2019,04,70~79세,234962
제주특별자치도,2019,04,70~79세,44051
서울특별시,2019,04,80~89세,247754
부산광역시,2019,04,80~89세,102489
대구광역시,2019,04,80~89세,69727
인천광역시,2019,04,80~89세,70374
광주광역시,2019,04,80~89세,36134
대전광역시,2019,04,80~89세,37208
울산광역시,2019,04,80~89세,20345
세종특별자치시,2019,04,80~89세,6444
경기도,2019,04,80~89세,309784
강원도,2019,04,80~89세,64455
충청북도,2019,04,80~89세,60461
충청남도,2019,04,80~89세,94159
전라북도,2019,04,80~89세,85484
전라남도,2019,04,80~89세,101881
경상북도,2019,04,80~89세,124577
경상남도,2019,04,80~89세,114687
제주특별자치도,2019,04,80~89세,21902
서울특별시,2019,04,90~99세,37855
부산광역시,2019,04,90~99세,13323
대구광역시,2019,04,90~99세,8298
인천광역시,2019,04,90~99세,10797
광주광역시,2019,04,90~99세,5032
대전광역시,2019,04,90~99세,5218
울산광역시,2019,04,90~99세,2781
세종특별자치시,2019,04,90~99세,979
경기도,2019,04,90~99세,44976
강원도,2019,04,90~99세,9832
충청북도,2019,04,90~99세,8056
충청남도,2019,04,90~99세,12616
전라북도,2019,04,90~99세,11923
전라남도,2019,04,90~99세,13581
경상북도,2019,04,90~99세,16713
경상남도,2019,04,90~99세,14926
제주특별자치도,2019,04,90~99세,3482
서울특별시,2019,04,100세 이상,6012
부산광역시,2019,04,100세 이상,1718
대구광역시,2019,04,100세 이상,650
인천광역시,2019,04,100세 이상,859
광주광역시,2019,04,100세 이상,378
대전광역시,2019,04,100세 이상,326
울산광역시,2019,04,100세 이상,160
세종특별자치시,2019,04,100세 이상,55
경기도,2019,04,100세 이상,3743
강원도,2019,04,100세 이상,749
충청북도,2019,04,100세 이상,546
충청남도,2019,04,100세 이상,812
전라북도,2019,04,100세 이상,783
전라남도,2019,04,100세 이상,791
경상북도,2019,04,100세 이상,895
경상남도,2019,04,100세 이상,700
제주특별자치도,2019,04,100세 이상,257
서울특별시,2019,05,0~9세,678190
부산광역시,2019,05,0~9세,247923
대구광역시,2019,05,0~9세,192122
인천광역시,2019,05,0~9세,247582
광주광역시,2019,05,0~9세,128854
대전광역시,2019,05,0~9세,125859
울산광역시,2019,05,0~9세,106640
세종특별자치시,2019,05,0~9세,45705
경기도,2019,05,0~9세,1199172
강원도,2019,05,0~9세,111175
충청북도,2019,05,0~9세,131836
충청남도,2019,05,0~9세,186039
전라북도,2019,05,0~9세,140790
전라남도,2019,05,0~9세,142639
경상북도,2019,05,0~9세,204627
경상남도,2019,05,0~9세,291989
제주특별자치도,2019,05,0~9세,63309
서울특별시,2019,05,10~19세,839910
부산광역시,2019,05,10~19세,290610
대구광역시,2019,05,10~19세,244126
인천광역시,2019,05,10~19세,288014
광주광역시,2019,05,10~19세,168447
대전광역시,2019,05,10~19세,157069
울산광역시,2019,05,10~19세,118907
세종특별자치시,2019,05,10~19세,38183
경기도,2019,05,10~19세,1373233
강원도,2019,05,10~19세,147241
충청북도,2019,05,10~19세,157648
충청남도,2019,05,10~19세,211074
전라북도,2019,05,10~19세,186695
전라남도,2019,05,10~19세,179233
경상북도,2019,05,10~19세,240724
경상남도,2019,05,10~19세,340455
제주특별자치도,2019,05,10~19세,72890
서울특별시,2019,05,20~29세,1459545
부산광역시,2019,05,20~29세,441578
대구광역시,2019,05,20~29세,327998
인천광역시,2019,05,20~29세,409237
광주광역시,2019,05,20~29세,207090
대전광역시,2019,05,20~29세,213992
울산광역시,2019,05,20~29세,151232
세종특별자치시,2019,05,20~29세,34976
경기도,2019,05,20~29세,1757715
강원도,2019,05,20~29세,181040
충청북도,2019,05,20~29세,200600
충청남도,2019,05,20~29세,246864
전라북도,2019,05,20~29세,215339
전라남도,2019,05,20~29세,203651
경상북도,2019,05,20~29세,295572
경상남도,2019,05,20~29세,389935
제주특별자치도,2019,05,20~29세,81985
서울특별시,2019,05,30~39세,1533624
부산광역시,2019,05,30~39세,446739
대구광역시,2019,05,30~39세,313297
인천광역시,2019,05,30~39세,428698
광주광역시,2019,05,30~39세,197568
대전광역시,2019,05,30~39세,205228
울산광역시,2019,05,30~39세,163691
세종특별자치시,2019,05,30~39세,59829
경기도,2019,05,30~39세,1939875
강원도,2019,05,30~39세,173229
충청북도,2019,05,30~39세,203179
충청남도,2019,05,30~39세,285138
전라북도,2019,05,30~39세,203619
전라남도,2019,05,30~39세,200159
경상북도,2019,05,30~39세,314428
경상남도,2019,05,30~39세,433687
제주특별자치도,2019,05,30~39세,86690
서울특별시,2019,05,40~49세,1575167
부산광역시,2019,05,40~49세,521147
대구광역시,2019,05,40~49세,398438
인천광역시,2019,05,40~49세,491203
광주광역시,2019,05,40~49세,245617
대전광역시,2019,05,40~49세,245683
울산광역시,2019,05,40~49세,192180
세종특별자치시,2019,05,40~49세,60875
경기도,2019,05,40~49세,2282982
강원도,2019,05,40~49세,230684
충청북도,2019,05,40~49세,245306
충청남도,2019,05,40~49세,328962
전라북도,2019,05,40~49세,277755
전라남도,2019,05,40~49세,268219
경상북도,2019,05,40~49세,394756
경상남도,2019,05,40~49세,546698
제주특별자치도,2019,05,40~49세,113346
서울특별시,2019,05,50~59세,1549214
부산광역시,2019,05,50~59세,590140
대구광역시,2019,05,50~59세,431220
인천광역시,2019,05,50~59세,517396
광주광역시,2019,05,50~59세,232870
대전광역시,2019,05,50~59세,244707
울산광역시,2019,05,50~59세,211437
세종특별자치시,2019,05,50~59세,40297
경기도,2019,05,50~59세,2176267
강원도,2019,05,50~59세,271995
충청북도,2019,05,50~59세,273767
충청남도,2019,05,50~59세,341082
전라북도,2019,05,50~59세,305542
전라남도,2019,05,50~59세,319524
경상북도,2019,05,50~59세,467979
경상남도,2019,05,50~59세,583504
제주특별자치도,2019,05,50~59세,109821
서울특별시,2019,05,60~69세,1163386
부산광역시,2019,05,60~69세,495734
대구광역시,2019,05,60~69세,298746
인천광역시,2019,05,60~69세,325525
광주광역시,2019,05,60~69세,148638
대전광역시,2019,05,60~69세,162917
울산광역시,2019,05,60~69세,128935
세종특별자치시,2019,05,60~69세,25474
경기도,2019,05,60~69세,1335324
강원도,2019,05,60~69세,213730
충청북도,2019,05,60~69세,199673
충청남도,2019,05,60~69세,253761
전라북도,2019,05,60~69세,236842
전라남도,2019,05,60~69세,250417
경상북도,2019,05,60~69세,372730
경상남도,2019,05,60~69세,415271
제주특별자치도,2019,05,60~69세,71403
서울특별시,2019,05,70~79세,669746
부산광역시,2019,05,70~79세,277542
대구광역시,2019,05,70~79세,167250
인천광역시,2019,05,70~79세,167046
광주광역시,2019,05,70~79세,88149
대전광역시,2019,05,70~79세,85881
울산광역시,2019,05,70~79세,55221
세종특별자치시,2019,05,70~79세,12919
경기도,2019,05,70~79세,720260
강원도,2019,05,70~79세,136231
충청북도,2019,05,70~79세,118362
충청남도,2019,05,70~79세,164634
전라북도,2019,05,70~79세,162531
전라남도,2019,05,70~79세,190996
경상북도,2019,05,70~79세,236056
경상남도,2019,05,70~79세,235454
제주특별자치도,2019,05,70~79세,44115
서울특별시,2019,05,80~89세,249085
부산광역시,2019,05,80~89세,102982
대구광역시,2019,05,80~89세,70090
인천광역시,2019,05,80~89세,70746
광주광역시,2019,05,80~89세,36293
대전광역시,2019,05,80~89세,37497
울산광역시,2019,05,80~89세,20465
세종특별자치시,2019,05,80~89세,6468
경기도,2019,05,80~89세,311590
강원도,2019,05,80~89세,64812
충청북도,2019,05,80~89세,60805
충청남도,2019,05,80~89세,94667
전라북도,2019,05,80~89세,85936
전라남도,2019,05,80~89세,102387
경상북도,2019,05,80~89세,125116
경상남도,2019,05,80~89세,115102
제주특별자치도,2019,05,80~89세,21999
서울특별시,2019,05,90~99세,38130
부산광역시,2019,05,90~99세,13473
대구광역시,2019,05,90~99세,8349
인천광역시,2019,05,90~99세,10872
광주광역시,2019,05,90~99세,5096
대전광역시,2019,05,90~99세,5235
울산광역시,2019,05,90~99세,2816
세종특별자치시,2019,05,90~99세,996
경기도,2019,05,90~99세,45280
강원도,2019,05,90~99세,9882
충청북도,2019,05,90~99세,8136
충청남도,2019,05,90~99세,12695
전라북도,2019,05,90~99세,12036
전라남도,2019,05,90~99세,13703
경상북도,2019,05,90~99세,16837
경상남도,2019,05,90~99세,15064
제주특별자치도,2019,05,90~99세,3509
서울특별시,2019,05,100세 이상,6065
부산광역시,2019,05,100세 이상,1727
대구광역시,2019,05,100세 이상,655
인천광역시,2019,05,100세 이상,860
광주광역시,2019,05,100세 이상,381
대전광역시,2019,05,100세 이상,330
울산광역시,2019,05,100세 이상,161
세종특별자치시,2019,05,100세 이상,55
경기도,2019,05,100세 이상,3784
강원도,2019,05,100세 이상,757
충청북도,2019,05,100세 이상,542
충청남도,2019,05,100세 이상,816
전라북도,2019,05,100세 이상,786
전라남도,2019,05,100세 이상,790
경상북도,2019,05,100세 이상,906
경상남도,2019,05,100세 이상,698
제주특별자치도,2019,05,100세 이상,261
서울특별시,2019,06,0~9세,676064
부산광역시,2019,06,0~9세,247334
대구광역시,2019,06,0~9세,191516
인천광역시,2019,06,0~9세,246802
광주광역시,2019,06,0~9세,128569
대전광역시,2019,06,0~9세,125319
울산광역시,2019,06,0~9세,106390
세종특별자치시,2019,06,0~9세,45901
경기도,2019,06,0~9세,1196919
강원도,2019,06,0~9세,110952
충청북도,2019,06,0~9세,131465
충청남도,2019,06,0~9세,185577
전라북도,2019,06,0~9세,140259
전라남도,2019,06,0~9세,142126
경상북도,2019,06,0~9세,204064
경상남도,2019,06,0~9세,290998
제주특별자치도,2019,06,0~9세,63139
서울특별시,2019,06,10~19세,836603
부산광역시,2019,06,10~19세,289667
대구광역시,2019,06,10~19세,243227
인천광역시,2019,06,10~19세,287362
광주광역시,2019,06,10~19세,167851
대전광역시,2019,06,10~19세,156447
울산광역시,2019,06,10~19세,118624
세종특별자치시,2019,06,10~19세,38371
경기도,2019,06,10~19세,1372036
강원도,2019,06,10~19세,146780
충청북도,2019,06,10~19세,157153
충청남도,2019,06,10~19세,210660
전라북도,2019,06,10~19세,186241
전라남도,2019,06,10~19세,178612
경상북도,2019,06,10~19세,240137
경상남도,2019,06,10~19세,339566
제주특별자치도,2019,06,10~19세,72783
서울특별시,2019,06,20~29세,1459723
부산광역시,2019,06,20~29세,440987
대구광역시,2019,06,20~29세,327796
인천광역시,2019,06,20~29세,409063
광주광역시,2019,06,20~29세,207319
대전광역시,2019,06,20~29세,213928
울산광역시,2019,06,20~29세,150981
세종특별자치시,2019,06,20~29세,35132
경기도,2019,06,20~29세,1760436
강원도,2019,06,20~29세,180867
충청북도,2019,06,20~29세,200586
충청남도,2019,06,20~29세,246847
전라북도,2019,06,20~29세,215227
전라남도,2019,06,20~29세,203707
경상북도,2019,06,20~29세,295733
경상남도,2019,06,20~29세,389859
제주특별자치도,2019,06,20~29세,82030
서울특별시,2019,06,30~39세,1530435
부산광역시,2019,06,30~39세,445327
대구광역시,2019,06,30~39세,312425
인천광역시,2019,06,30~39세,427647
광주광역시,2019,06,30~39세,196848
대전광역시,2019,06,30~39세,204551
울산광역시,2019,06,30~39세,163213
세종특별자치시,2019,06,30~39세,60038
경기도,2019,06,30~39세,1937647
강원도,2019,06,30~39세,172887
충청북도,2019,06,30~39세,202650
충청남도,2019,06,30~39세,284363
전라북도,2019,06,30~39세,202747
전라남도,2019,06,30~39세,199147
경상북도,2019,06,30~39세,313397
경상남도,2019,06,30~39세,432335
제주특별자치도,2019,06,30~39세,86380
서울특별시,2019,06,40~49세,1573619
부산광역시,2019,06,40~49세,520918
대구광역시,2019,06,40~49세,397864
인천광역시,2019,06,40~49세,491271
광주광역시,2019,06,40~49세,245813
대전광역시,2019,06,40~49세,245264
울산광역시,2019,06,40~49세,192011
세종특별자치시,2019,06,40~49세,61420
경기도,2019,06,40~49세,2284639
강원도,2019,06,40~49세,230518
충청북도,2019,06,40~49세,245174
충청남도,2019,06,40~49세,329208
전라북도,2019,06,40~49세,277464
전라남도,2019,06,40~49세,268157
경상북도,2019,06,40~49세,394625
경상남도,2019,06,40~49세,546512
제주특별자치도,2019,06,40~49세,113452
서울특별시,2019,06,50~59세,1548427
부산광역시,2019,06,50~59세,589363
대구광역시,2019,06,50~59세,431093
인천광역시,2019,06,50~59세,517506
광주광역시,2019,06,50~59세,232932
대전광역시,2019,06,50~59세,244767
울산광역시,2019,06,50~59세,211551
세종특별자치시,2019,06,50~59세,40595
경기도,2019,06,50~59세,2179942
강원도,2019,06,50~59세,272013
충청북도,2019,06,50~59세,274038
충청남도,2019,06,50~59세,341273
전라북도,2019,06,50~59세,305453
전라남도,2019,06,50~59세,319260
경상북도,2019,06,50~59세,468123
경상남도,2019,06,50~59세,583709
제주특별자치도,2019,06,50~59세,110173
서울특별시,2019,06,60~69세,1166267
부산광역시,2019,06,60~69세,497177
대구광역시,2019,06,60~69세,299523
인천광역시,2019,06,60~69세,327054
광주광역시,2019,06,60~69세,149218
대전광역시,2019,06,60~69세,163368
울산광역시,2019,06,60~69세,129623
세종특별자치시,2019,06,60~69세,25657
경기도,2019,06,60~69세,1342871
강원도,2019,06,60~69세,214770
충청북도,2019,06,60~69세,200381
충청남도,2019,06,60~69세,254535
전라북도,2019,06,60~69세,237545
전라남도,2019,06,60~69세,251133
경상북도,2019,06,60~69세,373932
경상남도,2019,06,60~69세,417040
제주특별자치도,2019,06,60~69세,71688
서울특별시,2019,06,70~79세,671622
부산광역시,2019,06,70~79세,278152
대구광역시,2019,06,70~79세,167763
인천광역시,2019,06,70~79세,167649
광주광역시,2019,06,70~79세,88545
대전광역시,2019,06,70~79세,86055
울산광역시,2019,06,70~79세,55366
세종특별자치시,2019,06,70~79세,12993
경기도,2019,06,70~79세,722469
강원도,2019,06,70~79세,136328
충청북도,2019,06,70~79세,118474
충청남도,2019,06,70~79세,165009
전라북도,2019,06,70~79세,162776
전라남도,2019,06,70~79세,191302
경상북도,2019,06,70~79세,236553
경상남도,2019,06,70~79세,235832
제주특별자치도,2019,06,70~79세,44220
서울특별시,2019,06,80~89세,250064
부산광역시,2019,06,80~89세,103437
대구광역시,2019,06,80~89세,70275
인천광역시,2019,06,80~89세,70855
광주광역시,2019,06,80~89세,36453
대전광역시,2019,06,80~89세,37654
울산광역시,2019,06,80~89세,20565
세종특별자치시,2019,06,80~89세,6476
경기도,2019,06,80~89세,312919
강원도,2019,06,80~89세,65049
충청북도,2019,06,80~89세,61002
충청남도,2019,06,80~89세,94873
전라북도,2019,06,80~89세,86136
전라남도,2019,06,80~89세,102653
경상북도,2019,06,80~89세,125508
경상남도,2019,06,80~89세,115368
제주특별자치도,2019,06,80~89세,22118
서울특별시,2019,06,90~99세,38229
부산광역시,2019,06,90~99세,13536
대구광역시,2019,06,90~99세,8346
인천광역시,2019,06,90~99세,10955
광주광역시,2019,06,90~99세,5088
대전광역시,2019,06,90~99세,5254
울산광역시,2019,06,90~99세,2816
세종특별자치시,2019,06,90~99세,1005
경기도,2019,06,90~99세,45498
강원도,2019,06,90~99세,9931
충청북도,2019,06,90~99세,8187
충청남도,2019,06,90~99세,12690
전라북도,2019,06,90~99세,12086
전라남도,2019,06,90~99세,13700
경상북도,2019,06,90~99세,16868
경상남도,2019,06,90~99세,15074
제주특별자치도,2019,06,90~99세,3525
서울특별시,2019,06,100세 이상,6091
부산광역시,2019,06,100세 이상,1734
대구광역시,2019,06,100세 이상,650
인천광역시,2019,06,100세 이상,860
광주광역시,2019,06,100세 이상,388
대전광역시,2019,06,100세 이상,331
울산광역시,2019,06,100세 이상,161
세종특별자치시,2019,06,100세 이상,55
경기도,2019,06,100세 이상,3802
강원도,2019,06,100세 이상,760
충청북도,2019,06,100세 이상,540
충청남도,2019,06,100세 이상,820
전라북도,2019,06,100세 이상,783
전라남도,2019,06,100세 이상,790
경상북도,2019,06,100세 이상,910
경상남도,2019,06,100세 이상,696
제주특별자치도,2019,06,100세 이상,263
서울특별시,2019,07,0~9세,673846
부산광역시,2019,07,0~9세,246721
대구광역시,2019,07,0~9세,190935
인천광역시,2019,07,0~9세,246289
광주광역시,2019,07,0~9세,128392
대전광역시,2019,07,0~9세,124743
울산광역시,2019,07,0~9세,106150
세종특별자치시,2019,07,0~9세,46225
경기도,2019,07,0~9세,1195759
강원도,2019,07,0~9세,110790
충청북도,2019,07,0~9세,131186
충청남도,2019,07,0~9세,185155
전라북도,2019,07,0~9세,139740
전라남도,2019,07,0~9세,141658
경상북도,2019,07,0~9세,203625
경상남도,2019,07,0~9세,290222
제주특별자치도,2019,07,0~9세,63111
서울특별시,2019,07,10~19세,833628
부산광역시,2019,07,10~19세,288636
대구광역시,2019,07,10~19세,242350
인천광역시,2019,07,10~19세,286626
광주광역시,2019,07,10~19세,167210
대전광역시,2019,07,10~19세,155836
울산광역시,2019,07,10~19세,118294
세종특별자치시,2019,07,10~19세,38732
경기도,2019,07,10~19세,1371159
강원도,2019,07,10~19세,146194
충청북도,2019,07,10~19세,156606
충청남도,2019,07,10~19세,210235
전라북도,2019,07,10~19세,185549
전라남도,2019,07,10~19세,177847
경상북도,2019,07,10~19세,239287
경상남도,2019,07,10~19세,338695
제주특별자치도,2019,07,10~19세,72628
서울특별시,2019,07,20~29세,1460274
부산광역시,2019,07,20~29세,440251
대구광역시,2019,07,20~29세,327382
인천광역시,2019,07,20~29세,408897
광주광역시,2019,07,20~29세,207822
대전광역시,2019,07,20~29세,214017
울산광역시,2019,07,20~29세,150789
세종특별자치시,2019,07,20~29세,35343
경기도,2019,07,20~29세,1763053
강원도,2019,07,20~29세,180470
충청북도,2019,07,20~29세,200478
충청남도,2019,07,20~29세,246282
전라북도,2019,07,20~29세,215017
전라남도,2019,07,20~29세,203576
경상북도,2019,07,20~29세,295604
경상남도,2019,07,20~29세,389639
제주특별자치도,2019,07,20~29세,82055
서울특별시,2019,07,30~39세,1526462
부산광역시,2019,07,30~39세,443803
대구광역시,2019,07,30~39세,311620
인천광역시,2019,07,30~39세,426380
광주광역시,2019,07,30~39세,196425
대전광역시,2019,07,30~39세,203813
울산광역시,2019,07,30~39세,162760
세종특별자치시,2019,07,30~39세,60477
경기도,2019,07,30~39세,1935950
강원도,2019,07,30~39세,172582
충청북도,2019,07,30~39세,202116
충청남도,2019,07,30~39세,283605
전라북도,2019,07,30~39세,201989
전라남도,2019,07,30~39세,198377
경상북도,2019,07,30~39세,312390
경상남도,2019,07,30~39세,431092
제주특별자치도,2019,07,30~39세,86221
서울특별시,2019,07,40~49세,1570279
부산광역시,2019,07,40~49세,520145
대구광역시,2019,07,40~49세,396772
인천광역시,2019,07,40~49세,490791
광주광역시,2019,07,40~49세,245473
대전광역시,2019,07,40~49세,244756
울산광역시,2019,07,40~49세,191694
세종특별자치시,2019,07,40~49세,61992
경기도,2019,07,40~49세,2284579
강원도,2019,07,40~49세,230063
충청북도,2019,07,40~49세,244802
충청남도,2019,07,40~49세,329011
전라북도,2019,07,40~49세,276873
전라남도,2019,07,40~49세,267513
경상북도,2019,07,40~49세,393679
경상남도,2019,07,40~49세,545648
제주특별자치도,2019,07,40~49세,113410
서울특별시,2019,07,50~59세,1548586
부산광역시,2019,07,50~59세,589027
대구광역시,2019,07,50~59세,431466
인천광역시,2019,07,50~59세,517899
광주광역시,2019,07,50~59세,233310
대전광역시,2019,07,50~59세,244897
울산광역시,2019,07,50~59세,211767
세종특별자치시,2019,07,50~59세,41013
경기도,2019,07,50~59세,2185776
강원도,2019,07,50~59세,272283
충청북도,2019,07,50~59세,274443
충청남도,2019,07,50~59세,341829
전라북도,2019,07,50~59세,305544
전라남도,2019,07,50~59세,318986
경상북도,2019,07,50~59세,468571
경상남도,2019,07,50~59세,584312
제주특별자치도,2019,07,50~59세,110354
서울특별시,2019,07,60~69세,1167125
부산광역시,2019,07,60~69세,497879
대구광역시,2019,07,60~69세,300047
인천광역시,2019,07,60~69세,328150
광주광역시,2019,07,60~69세,149482
대전광역시,2019,07,60~69세,163790
울산광역시,2019,07,60~69세,130125
세종특별자치시,2019,07,60~69세,25874
경기도,2019,07,60~69세,1348872
강원도,2019,07,60~69세,215602
충청북도,2019,07,60~69세,200897
충청남도,2019,07,60~69세,254813
전라북도,2019,07,60~69세,237667
전라남도,2019,07,60~69세,251530
경상북도,2019,07,60~69세,374677
경상남도,2019,07,60~69세,418327
제주특별자치도,2019,07,60~69세,72012
서울특별시,2019,07,70~79세,675484
부산광역시,2019,07,70~79세,279684
대구광역시,2019,07,70~79세,168516
인천광역시,2019,07,70~79세,168735
광주광역시,2019,07,70~79세,89281
대전광역시,2019,07,70~79세,86508
울산광역시,2019,07,70~79세,55718
세종특별자치시,2019,07,70~79세,13085
경기도,2019,07,70~79세,726746
강원도,2019,07,70~79세,136641
충청북도,2019,07,70~79세,118882
충청남도,2019,07,70~79세,165696
전라북도,2019,07,70~79세,163641
전라남도,2019,07,70~79세,191835
경상북도,2019,07,70~79세,237352
경상남도,2019,07,70~79세,236905
제주특별자치도,2019,07,70~79세,44423
서울특별시,2019,07,80~89세,251161
부산광역시,2019,07,80~89세,103830
대구광역시,2019,07,80~89세,70561
인천광역시,2019,07,80~89세,71207
광주광역시,2019,07,80~89세,36602
대전광역시,2019,07,80~89세,37741
울산광역시,2019,07,80~89세,20601
세종특별자치시,2019,07,80~89세,6495
경기도,2019,07,80~89세,314527
강원도,2019,07,80~89세,65315
충청북도,2019,07,80~89세,61232
충청남도,2019,07,80~89세,95170
전라북도,2019,07,80~89세,86461
전라남도,2019,07,80~89세,102993
경상북도,2019,07,80~89세,125899
경상남도,2019,07,80~89세,115613
제주특별자치도,2019,07,80~89세,22204
서울특별시,2019,07,90~99세,38447
부산광역시,2019,07,90~99세,13598
대구광역시,2019,07,90~99세,8365
인천광역시,2019,07,90~99세,10985
광주광역시,2019,07,90~99세,5102
대전광역시,2019,07,90~99세,5270
울산광역시,2019,07,90~99세,2832
세종특별자치시,2019,07,90~99세,1008
경기도,2019,07,90~99세,45775
강원도,2019,07,90~99세,10011
충청북도,2019,07,90~99세,8185
충청남도,2019,07,90~99세,12730
전라북도,2019,07,90~99세,12112
전라남도,2019,07,90~99세,13747
경상북도,2019,07,90~99세,16842
경상남도,2019,07,90~99세,15136
제주특별자치도,2019,07,90~99세,3533
서울특별시,2019,07,100세 이상,6123
부산광역시,2019,07,100세 이상,1743
대구광역시,2019,07,100세 이상,652
인천광역시,2019,07,100세 이상,869
광주광역시,2019,07,100세 이상,387
대전광역시,2019,07,100세 이상,330
울산광역시,2019,07,100세 이상,161
세종특별자치시,2019,07,100세 이상,54
경기도,2019,07,100세 이상,3815
강원도,2019,07,100세 이상,763
충청북도,2019,07,100세 이상,541
충청남도,2019,07,100세 이상,823
전라북도,2019,07,100세 이상,788
전라남도,2019,07,100세 이상,794
경상북도,2019,07,100세 이상,910
경상남도,2019,07,100세 이상,697
제주특별자치도,2019,07,100세 이상,258
서울특별시,2019,08,0~9세,670608
부산광역시,2019,08,0~9세,246035
대구광역시,2019,08,0~9세,190363
인천광역시,2019,08,0~9세,245543
광주광역시,2019,08,0~9세,128013
대전광역시,2019,08,0~9세,124130
울산광역시,2019,08,0~9세,105831
세종특별자치시,2019,08,0~9세,46401
경기도,2019,08,0~9세,1194589
강원도,2019,08,0~9세,110631
충청북도,2019,08,0~9세,130902
충청남도,2019,08,0~9세,184617
전라북도,2019,08,0~9세,139181
전라남도,2019,08,0~9세,141223
경상북도,2019,08,0~9세,202948
경상남도,2019,08,0~9세,289231
제주특별자치도,2019,08,0~9세,63040
서울특별시,2019,08,10~19세,831459
부산광역시,2019,08,10~19세,287693
대구광역시,2019,08,10~19세,241344
