행정구역,연도,월,연령대,인구수
전라남도,2011,07,50~59세,275876
경상북도,2011,07,50~59세,415361
경상남도,2011,07,50~59세,483660
제주특별자치도,2011,07,50~59세,76312
서울특별시,2011,07,60~69세,895712
부산광역시,2011,07,60~69세,355661
대구광역시,2011,07,60~69세,207787
인천광역시,2011,07,60~69세,195887
광주광역시,2011,07,60~69세,108564
대전광역시,2011,07,60~69세,107097
울산광역시,2011,07,60~69세,72490
경기도,2011,07,60~69세,799493
강원도,2011,07,60~69세,146479
충청북도,2011,07,60~69세,132238
충청남도,2011,07,60~69세,192950
전라북도,2011,07,60~69세,189810
전라남도,2011,07,60~69세,213757
경상북도,2011,07,60~69세,266929
경상남도,2011,07,60~69세,271903
제주특별자치도,2011,07,60~69세,48368
서울특별시,2011,07,70~79세,463285
부산광역시,2011,07,70~79세,193744
대구광역시,2011,07,70~79세,125564
인천광역시,2011,07,70~79세,114482
광주광역시,2011,07,70~79세,62296
대전광역시,2011,07,70~79세,62811
울산광역시,2011,07,70~79세,36408
경기도,2011,07,70~79세,502499
강원도,2011,07,70~79세,112573
충청북도,2011,07,70~79세,104530
충청남도,2011,07,70~79세,160366
전라북도,2011,07,70~79세,143664
전라남도,2011,07,70~79세,179343
경상북도,2011,07,70~79세,214830
경상남도,2011,07,70~79세,197843
제주특별자치도,2011,07,70~79세,34688
서울특별시,2011,07,80~89세,143308
부산광역시,2011,07,80~89세,56264
대구광역시,2011,07,80~89세,36231
인천광역시,2011,07,80~89세,38794
광주광역시,2011,07,80~89세,20832
대전광역시,2011,07,80~89세,20785
울산광역시,2011,07,80~89세,11630
경기도,2011,07,80~89세,161092
강원도,2011,07,80~89세,37536
충청북도,2011,07,80~89세,33675
충청남도,2011,07,80~89세,53732
전라북도,2011,07,80~89세,49970
전라남도,2011,07,80~89세,62863
경상북도,2011,07,80~89세,72241
경상남도,2011,07,80~89세,67018
제주특별자치도,2011,07,80~89세,11680
서울특별시,2011,07,90~99세,22036
부산광역시,2011,07,90~99세,6352
대구광역시,2011,07,90~99세,4060
인천광역시,2011,07,90~99세,5147
광주광역시,2011,07,90~99세,2744
대전광역시,2011,07,90~99세,2663
울산광역시,2011,07,90~99세,1389
경기도,2011,07,90~99세,21685
강원도,2011,07,90~99세,5241
충청북도,2011,07,90~99세,4296
충청남도,2011,07,90~99세,6735
전라북도,2011,07,90~99세,6331
전라남도,2011,07,90~99세,7731
경상북도,2011,07,90~99세,9109
경상남도,2011,07,90~99세,6792
제주특별자치도,2011,07,90~99세,2219
서울특별시,2011,07,100세 이상,3474
부산광역시,2011,07,100세 이상,1038
대구광역시,2011,07,100세 이상,363
인천광역시,2011,07,100세 이상,439
광주광역시,2011,07,100세 이상,254
대전광역시,2011,07,100세 이상,194
울산광역시,2011,07,100세 이상,87
경기도,2011,07,100세 이상,2029
강원도,2011,07,100세 이상,425
충청북도,2011,07,100세 이상,276
충청남도,2011,07,100세 이상,510
전라북도,2011,07,100세 이상,462
전라남도,2011,07,100세 이상,558
경상북도,2011,07,100세 이상,499
경상남도,2011,07,100세 이상,435
제주특별자치도,2011,07,100세 이상,171
서울특별시,2011,08,0~9세,842644
부산광역시,2011,08,0~9세,266961
대구광역시,2011,08,0~9세,217889
인천광역시,2011,08,0~9세,263949
광주광역시,2011,08,0~9세,152255
대전광역시,2011,08,0~9세,152589
울산광역시,2011,08,0~9세,112805
경기도,2011,08,0~9세,1258726
강원도,2011,08,0~9세,132855
충청북도,2011,08,0~9세,147421
충청남도,2011,08,0~9세,203842
전라북도,2011,08,0~9세,169205
전라남도,2011,08,0~9세,164078
경상북도,2011,08,0~9세,229166
경상남도,2011,08,0~9세,321494
제주특별자치도,2011,08,0~9세,60535
서울특별시,2011,08,10~19세,1221244
부산광역시,2011,08,10~19세,436769
대구광역시,2011,08,10~19세,355932
인천광역시,2011,08,10~19세,385346
광주광역시,2011,08,10~19세,231887
대전광역시,2011,08,10~19세,219502
울산광역시,2011,08,10~19세,171517
경기도,2011,08,10~19세,1673934
강원도,2011,08,10~19세,198877
충청북도,2011,08,10~19세,211271
충청남도,2011,08,10~19세,268311
전라북도,2011,08,10~19세,255630
전라남도,2011,08,10~19세,248875
경상북도,2011,08,10~19세,331304
경상남도,2011,08,10~19세,451646
제주특별자치도,2011,08,10~19세,84542
서울특별시,2011,08,20~29세,1547473
부산광역시,2011,08,20~29세,486148
대구광역시,2011,08,20~29세,334772
인천광역시,2011,08,20~29세,388082
광주광역시,2011,08,20~29세,202493
대전광역시,2011,08,20~29세,212433
울산광역시,2011,08,20~29세,151394
경기도,2011,08,20~29세,1556347
강원도,2011,08,20~29세,183891
충청북도,2011,08,20~29세,198441
충청남도,2011,08,20~29세,257422
전라북도,2011,08,20~29세,226873
전라남도,2011,08,20~29세,211295
경상북도,2011,08,20~29세,329046
경상남도,2011,08,20~29세,403327
제주특별자치도,2011,08,20~29세,67568
서울특별시,2011,08,30~39세,1844529
부산광역시,2011,08,30~39세,538700
대구광역시,2011,08,30~39세,389397
인천광역시,2011,08,30~39세,465864
광주광역시,2011,08,30~39세,242596
대전광역시,2011,08,30~39세,253376
울산광역시,2011,08,30~39세,185725
경기도,2011,08,30~39세,2092847
강원도,2011,08,30~39세,214067
충청북도,2011,08,30~39세,233538
충청남도,2011,08,30~39세,320325
전라북도,2011,08,30~39세,263274
전라남도,2011,08,30~39세,247169
경상북도,2011,08,30~39세,383934
경상남도,2011,08,30~39세,519819
제주특별자치도,2011,08,30~39세,87048
서울특별시,2011,08,40~49세,1740918
부산광역시,2011,08,40~49세,597488
대구광역시,2011,08,40~49세,454651
인천광역시,2011,08,40~49세,517100
광주광역시,2011,08,40~49세,250553
대전광역시,2011,08,40~49세,265540
울산광역시,2011,08,40~49세,217905
경기도,2011,08,40~49세,2210460
강원도,2011,08,40~49세,254570
충청북도,2011,08,40~49세,261433
충청남도,2011,08,40~49세,333419
전라북도,2011,08,40~49세,297083
전라남도,2011,08,40~49세,299082
경상북도,2011,08,40~49세,437024
경상남도,2011,08,40~49세,573056
제주특별자치도,2011,08,40~49세,100878
서울특별시,2011,08,50~59세,1550239
부산광역시,2011,08,50~59세,617455
대구광역시,2011,08,50~59세,382190
인천광역시,2011,08,50~59세,410440
광주광역시,2011,08,50~59세,187770
대전광역시,2011,08,50~59세,213888
울산광역시,2011,08,50~59세,170079
경기도,2011,08,50~59세,1604329
강원도,2011,08,50~59세,246311
충청북도,2011,08,50~59세,230581
충청남도,2011,08,50~59세,293775
전라북도,2011,08,50~59세,269249
전라남도,2011,08,50~59세,276665
경상북도,2011,08,50~59세,416686
경상남도,2011,08,50~59세,486062
제주특별자치도,2011,08,50~59세,76806
서울특별시,2011,08,60~69세,895346
부산광역시,2011,08,60~69세,356250
대구광역시,2011,08,60~69세,208257
인천광역시,2011,08,60~69세,196270
광주광역시,2011,08,60~69세,108703
대전광역시,2011,08,60~69세,107304
울산광역시,2011,08,60~69세,72826
경기도,2011,08,60~69세,800106
강원도,2011,08,60~69세,146296
충청북도,2011,08,60~69세,132220
충청남도,2011,08,60~69세,192913
전라북도,2011,08,60~69세,189868
전라남도,2011,08,60~69세,213499
경상북도,2011,08,60~69세,267556
경상남도,2011,08,60~69세,272307
제주특별자치도,2011,08,60~69세,48389
서울특별시,2011,08,70~79세,465783
부산광역시,2011,08,70~79세,194593
대구광역시,2011,08,70~79세,126077
인천광역시,2011,08,70~79세,115015
광주광역시,2011,08,70~79세,62679
대전광역시,2011,08,70~79세,63143
울산광역시,2011,08,70~79세,36559
경기도,2011,08,70~79세,505357
강원도,2011,08,70~79세,112958
충청북도,2011,08,70~79세,104937
충청남도,2011,08,70~79세,160919
전라북도,2011,08,70~79세,144134
전라남도,2011,08,70~79세,179893
경상북도,2011,08,70~79세,215117
경상남도,2011,08,70~79세,198484
제주특별자치도,2011,08,70~79세,34808
서울특별시,2011,08,80~89세,143665
부산광역시,2011,08,80~89세,56549
대구광역시,2011,08,80~89세,36426
인천광역시,2011,08,80~89세,39010
광주광역시,2011,08,80~89세,20933
대전광역시,2011,08,80~89세,20883
울산광역시,2011,08,80~89세,11685
경기도,2011,08,80~89세,161903
강원도,2011,08,80~89세,37672
충청북도,2011,08,80~89세,33830
충청남도,2011,08,80~89세,54062
전라북도,2011,08,80~89세,50225
전라남도,2011,08,80~89세,63051
경상북도,2011,08,80~89세,72545
경상남도,2011,08,80~89세,67407
제주특별자치도,2011,08,80~89세,11707
서울특별시,2011,08,90~99세,22172
부산광역시,2011,08,90~99세,6407
대구광역시,2011,08,90~99세,4123
인천광역시,2011,08,90~99세,5199
광주광역시,2011,08,90~99세,2790
대전광역시,2011,08,90~99세,2676
울산광역시,2011,08,90~99세,1397
경기도,2011,08,90~99세,21878
강원도,2011,08,90~99세,5253
충청북도,2011,08,90~99세,4340
충청남도,2011,08,90~99세,6761
전라북도,2011,08,90~99세,6337
전라남도,2011,08,90~99세,7806
경상북도,2011,08,90~99세,9154
경상남도,2011,08,90~99세,6855
제주특별자치도,2011,08,90~99세,2271
서울특별시,2011,08,100세 이상,3494
부산광역시,2011,08,100세 이상,1052
대구광역시,2011,08,100세 이상,365
인천광역시,2011,08,100세 이상,442
광주광역시,2011,08,100세 이상,256
대전광역시,2011,08,100세 이상,197
울산광역시,2011,08,100세 이상,87
경기도,2011,08,100세 이상,2045
강원도,2011,08,100세 이상,422
충청북도,2011,08,100세 이상,277
충청남도,2011,08,100세 이상,513
전라북도,2011,08,100세 이상,468
전라남도,2011,08,100세 이상,570
경상북도,2011,08,100세 이상,504
경상남도,2011,08,100세 이상,438
제주특별자치도,2011,08,100세 이상,172
서울특별시,2011,09,0~9세,841078
부산광역시,2011,09,0~9세,266403
대구광역시,2011,09,0~9세,217434
인천광역시,2011,09,0~9세,264151
광주광역시,2011,09,0~9세,151827
대전광역시,2011,09,0~9세,152382
울산광역시,2011,09,0~9세,112708
경기도,2011,09,0~9세,1257101
강원도,2011,09,0~9세,132554
충청북도,2011,09,0~9세,147280
충청남도,2011,09,0~9세,203756
전라북도,2011,09,0~9세,169020
전라남도,2011,09,0~9세,163895
경상북도,2011,09,0~9세,228944
경상남도,2011,09,0~9세,321002
제주특별자치도,2011,09,0~9세,60410
서울특별시,2011,09,10~19세,1217096
부산광역시,2011,09,10~19세,435333
대구광역시,2011,09,10~19세,354962
인천광역시,2011,09,10~19세,384381
광주광역시,2011,09,10~19세,231671
대전광역시,2011,09,10~19세,219147
울산광역시,2011,09,10~19세,171188
경기도,2011,09,10~19세,1671718
강원도,2011,09,10~19세,198491
충청북도,2011,09,10~19세,211043
충청남도,2011,09,10~19세,268383
전라북도,2011,09,10~19세,255558
전라남도,2011,09,10~19세,248422
경상북도,2011,09,10~19세,330747
경상남도,2011,09,10~19세,451249
제주특별자치도,2011,09,10~19세,84494
서울특별시,2011,09,20~29세,1543091
부산광역시,2011,09,20~29세,484664
대구광역시,2011,09,20~29세,334326
인천광역시,2011,09,20~29세,388106
광주광역시,2011,09,20~29세,202297
대전광역시,2011,09,20~29세,212315
울산광역시,2011,09,20~29세,151318
경기도,2011,09,20~29세,1556243
강원도,2011,09,20~29세,183745
충청북도,2011,09,20~29세,198267
충청남도,2011,09,20~29세,257011
전라북도,2011,09,20~29세,227109
전라남도,2011,09,20~29세,211168
경상북도,2011,09,20~29세,328838
경상남도,2011,09,20~29세,403236
제주특별자치도,2011,09,20~29세,67593
서울특별시,2011,09,30~39세,1841279
부산광역시,2011,09,30~39세,537814
대구광역시,2011,09,30~39세,388501
인천광역시,2011,09,30~39세,466405
광주광역시,2011,09,30~39세,242301
대전광역시,2011,09,30~39세,253035
울산광역시,2011,09,30~39세,185665
경기도,2011,09,30~39세,2090038
강원도,2011,09,30~39세,213655
충청북도,2011,09,30~39세,233424
충청남도,2011,09,30~39세,320217
전라북도,2011,09,30~39세,262801
전라남도,2011,09,30~39세,246687
경상북도,2011,09,30~39세,383559
경상남도,2011,09,30~39세,518915
제주특별자치도,2011,09,30~39세,86836
서울특별시,2011,09,40~49세,1742404
부산광역시,2011,09,40~49세,597279
대구광역시,2011,09,40~49세,454715
인천광역시,2011,09,40~49세,517444
광주광역시,2011,09,40~49세,250907
대전광역시,2011,09,40~49세,266087
울산광역시,2011,09,40~49세,218208
경기도,2011,09,40~49세,2215331
강원도,2011,09,40~49세,254742
충청북도,2011,09,40~49세,262053
충청남도,2011,09,40~49세,334248
전라북도,2011,09,40~49세,297574
전라남도,2011,09,40~49세,299196
경상북도,2011,09,40~49세,437429
경상남도,2011,09,40~49세,574118
제주특별자치도,2011,09,40~49세,101079
서울특별시,2011,09,50~59세,1553389
부산광역시,2011,09,50~59세,618270
대구광역시,2011,09,50~59세,383168
인천광역시,2011,09,50~59세,412914
광주광역시,2011,09,50~59세,188495
대전광역시,2011,09,50~59세,214728
울산광역시,2011,09,50~59세,170710
경기도,2011,09,50~59세,1613063
강원도,2011,09,50~59세,247653
충청북도,2011,09,50~59세,231502
충청남도,2011,09,50~59세,294813
전라북도,2011,09,50~59세,270106
전라남도,2011,09,50~59세,277409
경상북도,2011,09,50~59세,417888
경상남도,2011,09,50~59세,487732
제주특별자치도,2011,09,50~59세,77149
서울특별시,2011,09,60~69세,895112
부산광역시,2011,09,60~69세,356860
대구광역시,2011,09,60~69세,208696
인천광역시,2011,09,60~69세,196309
광주광역시,2011,09,60~69세,108785
대전광역시,2011,09,60~69세,107502
울산광역시,2011,09,60~69세,73163
경기도,2011,09,60~69세,799948
강원도,2011,09,60~69세,145822
충청북도,2011,09,60~69세,131900
충청남도,2011,09,60~69세,192947
전라북도,2011,09,60~69세,189885
전라남도,2011,09,60~69세,213205
경상북도,2011,09,60~69세,267852
경상남도,2011,09,60~69세,272968
제주특별자치도,2011,09,60~69세,48371
서울특별시,2011,09,70~79세,468308
부산광역시,2011,09,70~79세,195605
대구광역시,2011,09,70~79세,126633
인천광역시,2011,09,70~79세,115588
광주광역시,2011,09,70~79세,63094
대전광역시,2011,09,70~79세,63455
울산광역시,2011,09,70~79세,36739
경기도,2011,09,70~79세,508165
강원도,2011,09,70~79세,113480
충청북도,2011,09,70~79세,105481
충청남도,2011,09,70~79세,161291
전라북도,2011,09,70~79세,144636
전라남도,2011,09,70~79세,180511
경상북도,2011,09,70~79세,215766
경상남도,2011,09,70~79세,199146
제주특별자치도,2011,09,70~79세,34988
서울특별시,2011,09,80~89세,144291
부산광역시,2011,09,80~89세,56832
대구광역시,2011,09,80~89세,36619
인천광역시,2011,09,80~89세,39244
광주광역시,2011,09,80~89세,20990
대전광역시,2011,09,80~89세,20999
울산광역시,2011,09,80~89세,11714
경기도,2011,09,80~89세,162879
강원도,2011,09,80~89세,37795
충청북도,2011,09,80~89세,33959
충청남도,2011,09,80~89세,54342
전라북도,2011,09,80~89세,50440
전라남도,2011,09,80~89세,63227
경상북도,2011,09,80~89세,72930
경상남도,2011,09,80~89세,67828
제주특별자치도,2011,09,80~89세,11754
서울특별시,2011,09,90~99세,22303
부산광역시,2011,09,90~99세,6450
대구광역시,2011,09,90~99세,4190
인천광역시,2011,09,90~99세,5240
광주광역시,2011,09,90~99세,2806
대전광역시,2011,09,90~99세,2705
울산광역시,2011,09,90~99세,1412
경기도,2011,09,90~99세,22044
강원도,2011,09,90~99세,5277
충청북도,2011,09,90~99세,4381
충청남도,2011,09,90~99세,6825
전라북도,2011,09,90~99세,6359
전라남도,2011,09,90~99세,7860
경상북도,2011,09,90~99세,9245
경상남도,2011,09,90~99세,6913
제주특별자치도,2011,09,90~99세,2282
서울특별시,2011,09,100세 이상,3529
부산광역시,2011,09,100세 이상,1055
대구광역시,2011,09,100세 이상,365
인천광역시,2011,09,100세 이상,444
광주광역시,2011,09,100세 이상,259
대전광역시,2011,09,100세 이상,202
울산광역시,2011,09,100세 이상,85
경기도,2011,09,100세 이상,2060
강원도,2011,09,100세 이상,424
충청북도,2011,09,100세 이상,282
충청남도,2011,09,100세 이상,525
전라북도,2011,09,100세 이상,468
전라남도,2011,09,100세 이상,571
경상북도,2011,09,100세 이상,509
경상남도,2011,09,100세 이상,442
제주특별자치도,2011,09,100세 이상,173
서울특별시,2011,10,0~9세,839502
부산광역시,2011,10,0~9세,265877
대구광역시,2011,10,0~9세,217003
인천광역시,2011,10,0~9세,264347
광주광역시,2011,10,0~9세,151402
대전광역시,2011,10,0~9세,152303
울산광역시,2011,10,0~9세,112650
경기도,2011,10,0~9세,1255321
강원도,2011,10,0~9세,132413
충청북도,2011,10,0~9세,147199
충청남도,2011,10,0~9세,203851
전라북도,2011,10,0~9세,168628
전라남도,2011,10,0~9세,163572
경상북도,2011,10,0~9세,228528
경상남도,2011,10,0~9세,320507
제주특별자치도,2011,10,0~9세,60313
서울특별시,2011,10,10~19세,1212579
부산광역시,2011,10,10~19세,433357
대구광역시,2011,10,10~19세,353670
인천광역시,2011,10,10~19세,383395
광주광역시,2011,10,10~19세,231418
대전광역시,2011,10,10~19세,218677
울산광역시,2011,10,10~19세,170687
경기도,2011,10,10~19세,1668381
강원도,2011,10,10~19세,198176
충청북도,2011,10,10~19세,210676
충청남도,2011,10,10~19세,267934
전라북도,2011,10,10~19세,255117
전라남도,2011,10,10~19세,248047
경상북도,2011,10,10~19세,330148
경상남도,2011,10,10~19세,450405
제주특별자치도,2011,10,10~19세,84326
서울특별시,2011,10,20~29세,1539164
부산광역시,2011,10,20~29세,483435
대구광역시,2011,10,20~29세,334058
인천광역시,2011,10,20~29세,388448
광주광역시,2011,10,20~29세,202098
대전광역시,2011,10,20~29세,212212
울산광역시,2011,10,20~29세,151437
경기도,2011,10,20~29세,1556474
강원도,2011,10,20~29세,183740
충청북도,2011,10,20~29세,198243
충청남도,2011,10,20~29세,257064
전라북도,2011,10,20~29세,227045
전라남도,2011,10,20~29세,211055
경상북도,2011,10,20~29세,328512
경상남도,2011,10,20~29세,403090
제주특별자치도,2011,10,20~29세,67582
서울특별시,2011,10,30~39세,1837377
부산광역시,2011,10,30~39세,536889
대구광역시,2011,10,30~39세,387474
인천광역시,2011,10,30~39세,466733
광주광역시,2011,10,30~39세,241974
대전광역시,2011,10,30~39세,252825
울산광역시,2011,10,30~39세,185636
경기도,2011,10,30~39세,2086783
강원도,2011,10,30~39세,213247
충청북도,2011,10,30~39세,233151
충청남도,2011,10,30~39세,320028
전라북도,2011,10,30~39세,262078
전라남도,2011,10,30~39세,246158
경상북도,2011,10,30~39세,383250
경상남도,2011,10,30~39세,517849
제주특별자치도,2011,10,30~39세,86716
서울특별시,2011,10,40~49세,1744193
부산광역시,2011,10,40~49세,596884
대구광역시,2011,10,40~49세,455008
인천광역시,2011,10,40~49세,518083
광주광역시,2011,10,40~49세,251275
대전광역시,2011,10,40~49세,266584
울산광역시,2011,10,40~49세,218530
경기도,2011,10,40~49세,2219403
강원도,2011,10,40~49세,254819
충청북도,2011,10,40~49세,262443
충청남도,2011,10,40~49세,335036
전라북도,2011,10,40~49세,297901
전라남도,2011,10,40~49세,299324
경상북도,2011,10,40~49세,437746
경상남도,2011,10,40~49세,575378
제주특별자치도,2011,10,40~49세,101146
서울특별시,2011,10,50~59세,1556648
부산광역시,2011,10,50~59세,619153
대구광역시,2011,10,50~59세,384190
인천광역시,2011,10,50~59세,415341
광주광역시,2011,10,50~59세,189249
대전광역시,2011,10,50~59세,215590
울산광역시,2011,10,50~59세,171532
경기도,2011,10,50~59세,1622133
강원도,2011,10,50~59세,248907
충청북도,2011,10,50~59세,232556
충청남도,2011,10,50~59세,295591
전라북도,2011,10,50~59세,270700
전라남도,2011,10,50~59세,278156
경상북도,2011,10,50~59세,419170
경상남도,2011,10,50~59세,489470
제주특별자치도,2011,10,50~59세,77612
서울특별시,2011,10,60~69세,895077
부산광역시,2011,10,60~69세,357704
대구광역시,2011,10,60~69세,209218
인천광역시,2011,10,60~69세,196614
광주광역시,2011,10,60~69세,108993
대전광역시,2011,10,60~69세,107844
울산광역시,2011,10,60~69세,73449
경기도,2011,10,60~69세,800607
강원도,2011,10,60~69세,145532
충청북도,2011,10,60~69세,132013
충청남도,2011,10,60~69세,193203
전라북도,2011,10,60~69세,189991
전라남도,2011,10,60~69세,213255
경상북도,2011,10,60~69세,268284
경상남도,2011,10,60~69세,273445
제주특별자치도,2011,10,60~69세,48377
서울특별시,2011,10,70~79세,470757
부산광역시,2011,10,70~79세,196631
대구광역시,2011,10,70~79세,127211
인천광역시,2011,10,70~79세,116342
광주광역시,2011,10,70~79세,63493
대전광역시,2011,10,70~79세,63757
울산광역시,2011,10,70~79세,36905
경기도,2011,10,70~79세,510807
강원도,2011,10,70~79세,113961
충청북도,2011,10,70~79세,105821
충청남도,2011,10,70~79세,161679
전라북도,2011,10,70~79세,144931
전라남도,2011,10,70~79세,181049
경상북도,2011,10,70~79세,216372
경상남도,2011,10,70~79세,199874
제주특별자치도,2011,10,70~79세,35173
서울특별시,2011,10,80~89세,144905
부산광역시,2011,10,80~89세,57127
대구광역시,2011,10,80~89세,36849
인천광역시,2011,10,80~89세,39435
광주광역시,2011,10,80~89세,21072
대전광역시,2011,10,80~89세,21144
울산광역시,2011,10,80~89세,11773
경기도,2011,10,80~89세,163813
강원도,2011,10,80~89세,37999
충청북도,2011,10,80~89세,34089
충청남도,2011,10,80~89세,54641
전라북도,2011,10,80~89세,50759
전라남도,2011,10,80~89세,63417
경상북도,2011,10,80~89세,73324
경상남도,2011,10,80~89세,68171
제주특별자치도,2011,10,80~89세,11829
서울특별시,2011,10,90~99세,22418
부산광역시,2011,10,90~99세,6518
대구광역시,2011,10,90~99세,4246
인천광역시,2011,10,90~99세,5301
광주광역시,2011,10,90~99세,2840
대전광역시,2011,10,90~99세,2735
울산광역시,2011,10,90~99세,1439
경기도,2011,10,90~99세,22213
강원도,2011,10,90~99세,5340
충청북도,2011,10,90~99세,4423
충청남도,2011,10,90~99세,6882
전라북도,2011,10,90~99세,6435
전라남도,2011,10,90~99세,7899
경상북도,2011,10,90~99세,9302
경상남도,2011,10,90~99세,6981
제주특별자치도,2011,10,90~99세,2313
서울특별시,2011,10,100세 이상,3554
부산광역시,2011,10,100세 이상,1060
대구광역시,2011,10,100세 이상,370
인천광역시,2011,10,100세 이상,454
광주광역시,2011,10,100세 이상,259
대전광역시,2011,10,100세 이상,206
울산광역시,2011,10,100세 이상,87
경기도,2011,10,100세 이상,2079
강원도,2011,10,100세 이상,421
충청북도,2011,10,100세 이상,281
충청남도,2011,10,100세 이상,536
전라북도,2011,10,100세 이상,473
전라남도,2011,10,100세 이상,577
경상북도,2011,10,100세 이상,509
경상남도,2011,10,100세 이상,451
제주특별자치도,2011,10,100세 이상,175
서울특별시,2011,11,0~9세,837849
부산광역시,2011,11,0~9세,265696
대구광역시,2011,11,0~9세,216738
인천광역시,2011,11,0~9세,264692
광주광역시,2011,11,0~9세,151246
대전광역시,2011,11,0~9세,152270
울산광역시,2011,11,0~9세,112578
경기도,2011,11,0~9세,1255184
강원도,2011,11,0~9세,132220
충청북도,2011,11,0~9세,147142
충청남도,2011,11,0~9세,203891
전라북도,2011,11,0~9세,168357
전라남도,2011,11,0~9세,163360
경상북도,2011,11,0~9세,228160
경상남도,2011,11,0~9세,320111
제주특별자치도,2011,11,0~9세,60204
서울특별시,2011,11,10~19세,1208263
부산광역시,2011,11,10~19세,431625
대구광역시,2011,11,10~19세,352679
인천광역시,2011,11,10~19세,382618
광주광역시,2011,11,10~19세,230836
대전광역시,2011,11,10~19세,218382
울산광역시,2011,11,10~19세,170201
경기도,2011,11,10~19세,1663785
강원도,2011,11,10~19세,197871
충청북도,2011,11,10~19세,210480
충청남도,2011,11,10~19세,267662
전라북도,2011,11,10~19세,254745
전라남도,2011,11,10~19세,247743
경상북도,2011,11,10~19세,329492
경상남도,2011,11,10~19세,449495
제주특별자치도,2011,11,10~19세,84307
서울특별시,2011,11,20~29세,1534520
부산광역시,2011,11,20~29세,482278
대구광역시,2011,11,20~29세,333214
인천광역시,2011,11,20~29세,388513
광주광역시,2011,11,20~29세,201866
대전광역시,2011,11,20~29세,212130
울산광역시,2011,11,20~29세,151503
경기도,2011,11,20~29세,1556381
강원도,2011,11,20~29세,183818
충청북도,2011,11,20~29세,198050
충청남도,2011,11,20~29세,256969
전라북도,2011,11,20~29세,226748
전라남도,2011,11,20~29세,211137
경상북도,2011,11,20~29세,328225
경상남도,2011,11,20~29세,402423
