"행정구역","2017년07월_계_총인구수","2017년07월_계_연령구간인구수","2017년07월_계_0~9세","2017년07월_계_10~19세","2017년07월_계_20~29세","2017년07월_계_30~39세","2017년07월_계_40~49세","2017년07월_계_50~59세","2017년07월_계_60~69세","2017년07월_계_70~79세","2017년07월_계_80~89세","2017년07월_계_90~99세","2017년07월_계_100세 이상","2017년08월_계_총인구수","2017년08월_계_연령구간인구수","2017년08월_계_0~9세","2017년08월_계_10~19세","2017년08월_계_20~29세","2017년08월_계_30~39세","2017년08월_계_40~49세","2017년08월_계_50~59세","2017년08월_계_60~69세","2017년08월_계_70~79세","2017년08월_계_80~89세","2017년08월_계_90~99세","2017년08월_계_100세 이상","2017년09월_계_총인구수","2017년09월_계_연령구간인구수","2017년09월_계_0~9세","2017년09월_계_10~19세","2017년09월_계_20~29세","2017년09월_계_30~39세","2017년09월_계_40~49세","2017년09월_계_50~59세","2017년09월_계_60~69세","2017년09월_계_70~79세","2017년09월_계_80~89세","2017년09월_계_90~99세","2017년09월_계_100세 이상","2017년10월_계_총인구수","2017년10월_계_연령구간인구수","2017년10월_계_0~9세","2017년10월_계_10~19세","2017년10월_계_20~29세","2017년10월_계_30~39세","2017년10월_계_40~49세","2017년10월_계_50~59세","2017년10월_계_60~69세","2017년10월_계_70~79세","2017년10월_계_80~89세","2017년10월_계_90~99세","2017년10월_계_100세 이상","2017년11월_계_총인구수","2017년11월_계_연령구간인구수","2017년11월_계_0~9세","2017년11월_계_10~19세","2017년11월_계_20~29세","2017년11월_계_30~39세","2017년11월_계_40~49세","2017년11월_계_50~59세","2017년11월_계_60~69세","2017년11월_계_70~79세","2017년11월_계_80~89세","2017년11월_계_90~99세","2017년11월_계_100세 이상","2017년12월_계_총인구수","2017년12월_계_연령구간인구수","2017년12월_계_0~9세","2017년12월_계_10~19세","2017년12월_계_20~29세","2017년12월_계_30~39세","2017년12월_계_40~49세","2017년12월_계_50~59세","2017년12월_계_60~69세","2017년12월_계_70~79세","2017년12월_계_80~89세","2017년12월_계_90~99세","2017년12월_계_100세 이상"
"전국  (0000000000)","51,744,948","51,744,948","4,502,740","5,365,457","6,785,259","7,453,115","8,725,523","8,486,281","5,513,960","3,325,127","1,384,380","185,638","17,468","51,753,820","51,753,820","4,490,173","5,356,482","6,790,063","7,443,134","8,715,262","8,469,795","5,556,427","3,338,215","1,389,926","186,822","17,521","51,762,492","51,762,492","4,475,723","5,345,964","6,795,291","7,434,149","8,707,844","8,468,962","5,581,719","3,350,782","1,396,096","188,378","17,584","51,769,092","51,769,092","4,458,364","5,334,665","6,799,256","7,417,694","8,705,126","8,471,169","5,609,141","3,363,576","1,402,587","189,784","17,730","51,774,649","51,774,649","4,445,186","5,322,873","6,802,789","7,399,171","8,704,089","8,477,646","5,634,365","3,371,199","1,408,716","190,827","17,788","51,778,544","51,778,544","4,435,198","5,304,425","6,810,967","7,368,649","8,702,752","8,490,204","5,657,264","3,379,106","1,419,599","192,530","17,850"
"서울특별시  (1100000000)","9,908,612","9,908,612","745,957","910,175","1,451,541","1,603,840","1,660,376","1,566,252","1,091,789","623,710","217,073","32,494","5,405","9,902,072","9,902,072","742,659","908,091","1,452,651","1,600,382","1,656,835","1,560,585","1,098,215","626,610","217,967","32,650","5,427","9,891,448","9,891,448","738,901","905,268","1,451,562","1,596,404","1,654,061","1,557,672","1,101,192","628,997","219,111","32,839","5,441","9,882,810","9,882,810","735,090","902,233","1,450,303","1,592,459","1,652,282","1,555,735","1,104,315","631,680","220,208","33,035","5,470","9,870,167","9,870,167","731,478","898,857","1,448,077","1,587,401","1,650,013","1,554,193","1,106,783","633,460","221,236","33,180","5,489","9,857,426","9,857,426","728,462","894,656","1,447,115","1,579,189","1,647,989","1,553,543","1,109,052","635,309","223,113","33,479","5,519"
"부산광역시  (2600000000)","3,484,836","3,484,836","263,460","315,648","453,757","475,949","549,479","605,871","463,921","254,288","89,911","10,981","1,571","3,484,183","3,484,183","262,490","314,765","453,759","475,567","548,542","603,763","466,725","255,696","90,241","11,058","1,577","3,482,804","3,482,804","261,560","313,827","453,680","474,813","547,778","602,551","468,161","257,041","90,610","11,189","1,594","3,478,109","3,478,109","260,249","312,743","452,705","472,994","546,385","601,012","469,754","258,218","91,117","11,326","1,606","3,474,534","3,474,534","259,403","311,678","452,047","470,746","545,842","599,964","471,419","258,899","91,486","11,438","1,612","3,470,653","3,470,653","258,732","310,044","451,791","467,624","545,052","599,544","472,617","259,903","92,153","11,579","1,614"
"대구광역시  (2700000000)","2,481,489","2,481,489","204,699","266,088","331,955","329,146","424,791","425,092","276,584","154,897","60,822","6,822","593","2,479,887","2,479,887","203,891","265,203","332,178","328,382","423,472","424,372","278,495","155,382","61,039","6,878","595","2,478,236","2,478,236","202,988","264,408","332,305","327,624","422,476","424,142","279,532","155,900","61,323","6,943","595","2,477,186","2,477,186","202,146","263,439","332,496","326,775","421,684","424,171","280,780","156,481","61,619","6,991","604","2,476,557","2,476,557","201,565","262,804","332,326","325,706","421,489","424,344","281,984","156,740","61,950","7,035","614","2,475,231","2,475,231","201,043","261,756","332,212","324,015","421,146","424,677","282,918","157,294","62,457","7,098","615"
"인천광역시  (2800000000)","2,947,803","2,947,803","264,770","304,808","408,315","445,630","508,054","506,852","284,375","153,628","61,598","9,003","770","2,948,014","2,948,014","263,851","304,344","408,424","444,833","507,447","505,918","287,076","154,405","61,878","9,071","767","2,947,298","2,947,298","262,616","303,685","408,402","443,993","506,915","505,808","288,651","155,082","62,229","9,147","770","2,948,098","2,948,098","261,653","303,091","408,775","442,881","506,791","506,037","290,464","155,846","62,588","9,187","785","2,948,241","2,948,241","260,801","302,404","409,063","441,685","506,447","506,430","292,097","156,308","62,961","9,256","789","2,948,542","2,948,542","259,925","301,563","409,811","439,665","506,584","507,101","293,572","156,769","63,429","9,332","791"
"광주광역시  (2900000000)","1,466,415","1,466,415","138,140","182,444","203,034","209,322","254,567","225,160","135,352","81,866","31,820","4,363","347","1,466,642","1,466,642","137,686","182,056","203,404","208,842","254,359","224,712","136,591","82,258","31,986","4,398","350","1,466,639","1,466,639","137,167","181,738","203,678","208,420","253,986","224,972","137,120","82,678","32,100","4,434","346","1,466,716","1,466,716","136,653","181,313","203,918","207,791","253,799","225,329","137,770","83,101","32,245","4,449","348","1,466,328","1,466,328","136,285","180,790","204,093","206,899","253,645","225,652","138,328","83,458","32,341","4,490","347","1,463,770","1,463,770","135,873","179,807","203,610","205,522","253,204","225,935","138,675","83,744","32,556","4,499","345"
"대전광역시  (3000000000)","1,507,597","1,507,597","138,251","170,656","214,132","219,212","260,546","239,618","147,704","80,134","32,685","4,344","315","1,507,116","1,507,116","137,702","170,148","214,432","218,759","260,237","238,930","148,989","80,386","32,842","4,373","318","1,506,741","1,506,741","137,153","169,793","214,537","218,330","259,806","238,942","149,842","80,611","32,986","4,422","319","1,505,829","1,505,829","136,497","169,349","214,400","217,661","259,499","238,925","150,645","80,897","33,153","4,485","318","1,504,307","1,504,307","135,764","168,836","214,334","216,728","259,100","238,941","151,390","81,091","33,308","4,498","317","1,502,227","1,502,227","135,218","168,005","213,973","215,284","258,705","239,297","152,044","81,244","33,602","4,541","314"
"울산광역시  (3100000000)","1,166,942","1,166,942","114,052","128,487","157,613","173,941","203,016","207,063","113,249","49,020","18,023","2,331","147","1,165,909","1,165,909","113,723","128,105","157,351","173,300","202,574","206,783","114,192","49,326","18,062","2,344","149","1,165,385","1,165,385","113,360","127,748","157,314","172,832","202,204","206,852","114,817","49,625","18,098","2,386","149","1,165,528","1,165,528","113,011","127,489","157,253","172,439","202,044","207,075","115,523","49,949","18,193","2,400","152","1,165,317","1,165,317","112,700","127,337","156,994","171,904","201,807","207,328","116,249","50,138","18,301","2,405","154","1,165,132","1,165,132","112,441","126,894","156,966","171,065","201,695","207,642","116,984","50,444","18,430","2,418","153"
"세종특별자치시  (3600000000)","266,075","266,075","38,417","30,280","28,699","49,967","49,079","32,121","19,799","11,388","5,551","727","47","269,102","269,102","38,821","30,725","28,866","50,572","49,755","32,406","20,109","11,474","5,589","739","46","271,410","271,410","39,140","31,001","29,132","50,978","50,232","32,640","20,349","11,515","5,628","749","46","274,092","274,092","39,457","31,293","29,422","51,461","50,822","32,979","20,585","11,595","5,664","766","48","276,879","276,879","39,800","31,644","29,705","51,985","51,418","33,303","20,840","11,657","5,711","767","49","280,100","280,100","40,172","32,063","30,266","52,407","52,120","33,671","21,100","11,710","5,768","774","49"
"경기도  (4100000000)","12,795,378","12,795,378","1,238,118","1,421,686","1,703,514","1,942,143","2,306,540","2,061,663","1,150,335","662,849","268,002","37,262","3,266","12,810,014","12,810,014","1,235,834","1,421,315","1,705,979","1,941,985","2,306,168","2,060,532","1,161,706","666,251","269,440","37,516","3,288","12,827,633","12,827,633","1,233,525","1,419,501","1,709,660","1,943,087","2,306,938","2,063,589","1,169,599","669,595","271,033","37,810","3,296","12,841,321","12,841,321","1,229,733","1,417,558","1,712,586","1,940,653","2,309,110","2,066,977","1,177,727","672,906","272,617","38,124","3,330","12,858,161","12,858,161","1,227,621","1,415,137","1,716,240","1,939,137","2,311,765","2,071,709","1,185,263","675,281","274,295","38,365","3,348","12,873,895","12,873,895","1,226,500","1,410,636","1,721,524","1,934,989","2,313,960","2,077,756","1,192,377","677,314","276,699","38,771","3,369"
