"행정구역","2016년01월_계_총인구수","2016년01월_계_연령구간인구수","2016년01월_계_0~9세","2016년01월_계_10~19세","2016년01월_계_20~29세","2016년01월_계_30~39세","2016년01월_계_40~49세","2016년01월_계_50~59세","2016년01월_계_60~69세","2016년01월_계_70~79세","2016년01월_계_80~89세","2016년01월_계_90~99세","2016년01월_계_100세 이상","2016년02월_계_총인구수","2016년02월_계_연령구간인구수","2016년02월_계_0~9세","2016년02월_계_10~19세","2016년02월_계_20~29세","2016년02월_계_30~39세","2016년02월_계_40~49세","2016년02월_계_50~59세","2016년02월_계_60~69세","2016년02월_계_70~79세","2016년02월_계_80~89세","2016년02월_계_90~99세","2016년02월_계_100세 이상","2016년03월_계_총인구수","2016년03월_계_연령구간인구수","2016년03월_계_0~9세","2016년03월_계_10~19세","2016년03월_계_20~29세","2016년03월_계_30~39세","2016년03월_계_40~49세","2016년03월_계_50~59세","2016년03월_계_60~69세","2016년03월_계_70~79세","2016년03월_계_80~89세","2016년03월_계_90~99세","2016년03월_계_100세 이상","2016년04월_계_총인구수","2016년04월_계_연령구간인구수","2016년04월_계_0~9세","2016년04월_계_10~19세","2016년04월_계_20~29세","2016년04월_계_30~39세","2016년04월_계_40~49세","2016년04월_계_50~59세","2016년04월_계_60~69세","2016년04월_계_70~79세","2016년04월_계_80~89세","2016년04월_계_90~99세","2016년04월_계_100세 이상","2016년05월_계_총인구수","2016년05월_계_연령구간인구수","2016년05월_계_0~9세","2016년05월_계_10~19세","2016년05월_계_20~29세","2016년05월_계_30~39세","2016년05월_계_40~49세","2016년05월_계_50~59세","2016년05월_계_60~69세","2016년05월_계_70~79세","2016년05월_계_80~89세","2016년05월_계_90~99세","2016년05월_계_100세 이상","2016년06월_계_총인구수","2016년06월_계_연령구간인구수","2016년06월_계_0~9세","2016년06월_계_10~19세","2016년06월_계_20~29세","2016년06월_계_30~39세","2016년06월_계_40~49세","2016년06월_계_50~59세","2016년06월_계_60~69세","2016년06월_계_70~79세","2016년06월_계_80~89세","2016년06월_계_90~99세","2016년06월_계_100세 이상"
"전국  (0000000000)","51,541,582","51,541,582","4,594,949","5,690,509","6,697,247","7,654,349","8,870,339","8,327,348","5,112,993","3,174,639","1,235,667","167,160","16,382","51,555,409","51,555,409","4,594,530","5,665,911","6,686,810","7,645,512","8,871,018","8,343,066","5,145,142","3,171,550","1,247,046","168,299","16,525","51,569,536","51,569,536","4,592,034","5,644,241","6,701,697","7,621,866","8,844,571","8,365,142","5,181,151","3,173,936","1,258,617","169,599","16,682","51,584,349","51,584,349","4,589,971","5,625,497","6,710,747","7,607,280","8,840,324","8,376,044","5,206,008","3,172,886","1,268,018","170,776","16,798","51,601,265","51,601,265","4,589,294","5,608,884","6,717,800","7,598,284","8,832,331","8,383,855","5,229,057","3,177,608","1,275,932","171,324","16,896","51,619,330","51,619,330","4,587,808","5,594,214","6,723,602","7,598,730","8,825,116","8,388,599","5,246,856","3,186,495","1,279,439","171,492","16,979"
"서울특별시  (1100000000)","10,018,537","10,018,537","781,313","979,642","1,446,530","1,665,000","1,703,039","1,585,781","1,044,613","583,179","194,410","29,946","5,084","10,014,261","10,014,261","779,133","975,522","1,444,722","1,662,390","1,702,392","1,585,270","1,049,761","583,828","196,021","30,082","5,140","10,009,588","10,009,588","777,525","971,734","1,449,162","1,655,505","1,696,714","1,585,521","1,055,287","585,094","197,651","30,197","5,198","10,002,979","10,002,979","776,229","967,248","1,450,009","1,651,517","1,694,542","1,584,920","1,058,292","585,577","199,040","30,374","5,231","9,995,784","9,995,784","775,290","962,897","1,450,036","1,648,257","1,692,118","1,583,410","1,060,813","586,992","200,222","30,507","5,242","9,989,795","9,989,795","774,096","959,379","1,449,303","1,646,557","1,690,150","1,581,825","1,062,651","589,380","200,671","30,502","5,281"
"부산광역시  (2600000000)","3,513,361","3,513,361","267,210","343,563","456,260","492,709","568,326","618,697","436,015","239,627","79,843","9,614","1,497","3,513,192","3,513,192","267,547","341,948","455,381","492,024","567,924","618,686","438,271","239,618","80,549","9,738","1,506","3,512,444","3,512,444","267,817","339,972","455,806","490,697","565,656","618,845","440,659","240,263","81,352","9,859","1,518","3,511,974","3,511,974","267,973","338,396","455,931","489,987","564,914","618,318","442,684","240,402","81,874","9,967","1,528","3,510,833","3,510,833","267,962","336,752","456,042","489,524","563,848","617,585","444,263","241,008","82,346","9,973","1,530","3,509,462","3,509,462","268,054","335,253","456,073","489,429","562,851","616,761","445,405","241,603","82,507","9,990","1,536"
"대구광역시  (2700000000)","2,487,823","2,487,823","207,855","288,139","326,664","341,615","438,685","419,891","255,804","148,668","53,871","6,079","552","2,486,589","2,486,589","207,794","286,408","326,194","340,817","437,990","420,360","257,492","148,382","54,463","6,130","559","2,486,059","2,486,059","207,527","284,798","326,991","339,696","435,928","421,403","259,553","148,405","55,043","6,156","559","2,485,663","2,485,663","207,358","283,642","327,574","338,822","435,344","421,572","260,937","148,082","55,579","6,192","561","2,485,134","2,485,134","207,367","282,346","327,979","338,084","434,533","421,675","262,242","148,181","55,929","6,233","565","2,484,864","2,484,864","207,370","281,340","328,240","337,813","434,018","421,576","263,286","148,349","56,089","6,218","565"
"인천광역시  (2800000000)","2,927,195","2,927,195","271,371","323,027","402,016","455,227","516,796","494,525","258,127","142,215","55,143","8,031","717","2,928,596","2,928,596","271,264","321,689","401,688","454,631","516,767","495,610","260,218","142,312","55,616","8,077","724","2,929,817","2,929,817","271,140","320,198","402,644","453,582","515,143","497,201","262,284","142,669","56,084","8,142","730","2,932,141","2,932,141","271,163","319,158","403,325","453,080","515,044","498,215","263,719","143,007","56,490","8,210","730","2,933,959","2,933,959","271,275","318,212","403,800","452,679","514,626","498,968","265,194","143,418","56,828","8,226","733","2,935,314","2,935,314","271,059","317,340","404,217","452,976","514,105","499,403","266,309","143,960","56,959","8,250","736"
"광주광역시  (2900000000)","1,472,802","1,472,802","143,317","196,160","198,961","220,365","258,514","218,016","128,128","76,555","28,586","3,883","317","1,472,153","1,472,153","143,034","195,121","198,440","220,057","258,612","218,568","128,732","76,504","28,861","3,908","316","1,471,618","1,471,618","142,712","194,187","198,932","219,051","257,796","219,605","129,353","76,661","29,057","3,943","321","1,471,819","1,471,819","142,509","193,524","199,514","218,516","257,653","220,095","129,776","76,669","29,267","3,971","325","1,472,317","1,472,317","142,421","192,885","200,073","218,277","257,209","220,619","130,160","76,911","29,450","3,979","333","1,472,285","1,472,285","142,393","192,162","200,348","218,082","256,924","220,766","130,445","77,340","29,496","3,993","336"
"대전광역시  (3000000000)","1,518,024","1,518,024","144,486","183,932","210,773","228,030","267,299","238,453","135,437","76,128","29,250","3,946","290","1,517,716","1,517,716","144,294","182,910","210,829","227,425","267,403","238,543","136,533","76,025","29,506","3,955","293","1,517,118","1,517,118","143,943","182,255","211,218","226,375","266,508","238,962","137,569","76,173","29,833","3,979","303","1,516,904","1,516,904","143,709","181,432","211,706","225,760","266,398","239,034","138,380","76,113","30,080","3,989","303","1,516,494","1,516,494","143,484","180,714","211,926","225,304","266,048","239,094","139,141","76,184","30,308","3,984","307","1,516,208","1,516,208","143,289","180,097","212,176","225,236","265,711","238,953","139,590","76,478","30,377","3,993","308"
"울산광역시  (3100000000)","1,173,568","1,173,568","116,123","139,260","158,570","180,461","211,919","201,644","101,429","45,767","16,176","2,077","142","1,173,143","1,173,143","116,114","138,316","158,169","180,252","211,437","202,333","102,225","45,760","16,307","2,087","143","1,172,959","1,172,959","116,163","137,526","158,260","179,741","210,347","203,149","103,175","45,900","16,455","2,102","141","1,172,925","1,172,925","116,209","136,908","158,395","179,280","210,071","203,428","103,884","45,935","16,567","2,108","140","1,173,147","1,173,147","116,405","136,360","158,517","179,074","209,534","203,726","104,541","46,061","16,661","2,129","139","1,173,143","1,173,143","116,396","135,912","158,610","179,088","209,022","203,866","105,093","46,169","16,729","2,120","138"
"세종특별자치시  (3600000000)","215,418","215,418","30,560","24,047","23,487","40,821","38,456","26,238","15,956","10,409","4,768","638","38","220,108","220,108","31,542","24,657","23,791","41,651","39,612","26,655","16,274","10,408","4,835","644","39","223,461","223,461","32,036","24,965","24,300","42,300","40,199","27,044","16,569","10,452","4,903","653","40","225,488","225,488","32,287","25,092","24,568","42,750","40,619","27,284","16,756","10,457","4,977","657","41","227,972","227,972","32,695","25,357","24,811","43,282","41,117","27,571","16,952","10,482","5,013","650","42","230,327","230,327","33,038","25,596","25,081","43,802","41,514","27,839","17,168","10,561","5,038","646","44"
"경기도  (4100000000)","12,536,474","12,536,474","1,250,090","1,474,608","1,646,634","1,965,710","2,308,375","1,965,240","1,037,701","617,033","234,898","33,140","3,045","12,551,398","12,551,398","1,250,827","1,469,954","1,646,325","1,964,400","2,310,170","1,972,707","1,045,951","617,387","237,204","33,404","3,069","12,565,891","12,565,891","1,250,504","1,465,692","1,652,917","1,959,648","2,305,986","1,981,226","1,054,972","618,469","239,693","33,695","3,089","12,578,597","12,578,597","1,250,060","1,462,243","1,656,720","1,957,095","2,306,756","1,986,721","1,061,006","619,561","241,365","33,947","3,123","12,594,829","12,594,829","1,250,062","1,460,785","1,660,281","1,955,891","2,306,755","1,992,023","1,067,273","621,555","242,944","34,103","3,157","12,610,877","12,610,877","1,249,989","1,459,264","1,663,551","1,957,186","2,306,740","1,995,924","1,072,618","624,225","244,072","34,137","3,171"
